ID,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Idade,Gasto_Total,Total_Filhos,Total_Compras,Total_Campanhas_Aceitas,Tempo_Cliente_Dias
10022,Doutorado,Solteiro,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,41,16,2,3,0,140
7451,Mestrado,Solteiro,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,54,2008,0,19,1,132
11010,Doutorado,Solteiro,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,30,44,1,6,0,303
4356,Graduação,Com Parceiro,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,43,1574,1,11,2,305
3885,Doutorado,Com Parceiro,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,0,31,63,1,4,2,256
1175,Mestrado,Com Parceiro,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,0,31,426,0,11,2,282
880,Básico,Com Parceiro,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,48,96,0,5,0,529
2320,Mestrado,Com Parceiro,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,36,635,1,18,0,290
850,Graduação,Solteiro,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,46,757,1,20,0,266
4713,Doutorado,Com Parceiro,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,35,125,1,7,0,584
675,Mestrado,Solteiro,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,41,332,2,11,0,408
5025,Graduação,Solteiro,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,35,135,1,7,0,187
2308,Graduação,Com Parceiro,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,60,330,1,12,0,588
5995,Graduação,Solteiro,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,52,384,2,13,1,558
6749,Graduação,Solteiro,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,48,1722,2,14,0,690
1010,Graduação,Com Parceiro,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,37,78,3,5,0,66
8977,Básico,Solteiro,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,29,24,0,3,0,533
4756,Mestrado,Solteiro,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,62,1168,0,24,1,191
3412,Mestrado,Com Parceiro,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,63,957,1,13,1,530
606,Graduação,Solteiro,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,47,15,2,3,0,262
5961,Graduação,Com Parceiro,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,36,57,1,4,0,22
2975,Graduação,Com Parceiro,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,38,1956,1,22,1,594
2894,Graduação,Solteiro,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,29,2013,0,20,4,243
7613,Mestrado,Com Parceiro,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,40,326,1,12,0,36
10542,Doutorado,Com Parceiro,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,46,77,2,6,0,693
8015,Doutorado,Solteiro,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,52,1313,0,19,1,422
10617,Mestrado,Solteiro,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,25,30,0,6,0,38
11166,Graduação,Com Parceiro,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,53,315,1,12,0,512
849,Mestrado,Com Parceiro,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,61,660,1,18,0,374
523,Graduação,Com Parceiro,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,25,74,1,6,0,514
4066,Mestrado,Solteiro,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,36,46,1,5,0,49
8414,Doutorado,Solteiro,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,52,86,1,6,0,316
819,Graduação,Solteiro,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,69,1103,0,24,0,236
4961,Mestrado,Com Parceiro,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,40,61,1,7,0,159
749,Graduação,Com Parceiro,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,33,145,1,7,2,222
5430,Graduação,Com Parceiro,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,58,684,2,19,0,653
7755,Doutorado,Com Parceiro,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,60,411,1,14,0,229
10525,Graduação,Solteiro,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,28,27,1,3,2,624
1453,Doutorado,Solteiro,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,71,1060,0,25,0,358
8310,Graduação,Com Parceiro,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,50,1459,1,21,0,669
10710,Graduação,Com Parceiro,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,35,18,1,3,0,669
5031,Graduação,Com Parceiro,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,40,1833,0,25,2,645
2613,Mestrado,Com Parceiro,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,54,237,1,10,0,87
213,Doutorado,Solteiro,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,51,48,2,6,0,32
967,Graduação,Com Parceiro,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,38,515,2,16,1,343
1077,Graduação,Com Parceiro,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,40,1020,0,14,0,571
7959,Graduação,Com Parceiro,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,53,1370,0,10,0,31
640,Graduação,Com Parceiro,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,63,1026,1,23,0,475
4252,Graduação,Com Parceiro,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,49,301,1,11,0,98
8432,Graduação,Com Parceiro,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,58,684,2,19,0,653
6218,Graduação,Com Parceiro,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,49,499,1,16,1,617
6905,Graduação,Com Parceiro,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,20,1004,0,20,0,676
5922,Doutorado,Com Parceiro,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,40,218,1,10,0,259
3598,Graduação,Com Parceiro,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,42,606,1,18,0,402
6116,Mestrado,Com Parceiro,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,46,75,1,5,0,359
6263,Graduação,Com Parceiro,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,46,106,3,6,0,676
10486,Graduação,Com Parceiro,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,66,990,0,16,0,396
2410,Graduação,Solteiro,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,45,1097,0,15,0,158
193,Básico,Com Parceiro,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,18,16,0,3,1,132
3363,Mestrado,Com Parceiro,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,40,34,0,4,0,104
8278,Doutorado,Com Parceiro,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,24,1711,0,15,0,672
10660,Mestrado,Com Parceiro,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,57,438,2,14,1,168
8686,Básico,Com Parceiro,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,35,75,1,5,0,537
1604,Mestrado,Com Parceiro,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,54,225,1,10,0,228
5907,Mestrado,Com Parceiro,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,62,18,2,3,0,603
10669,Graduação,Com Parceiro,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,33,470,1,15,0,408
2918,Graduação,Solteiro,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,33,91,2,6,0,442
5735,Mestrado,Solteiro,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,23,2525,0,17,1,136
359,Graduação,Com Parceiro,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,64,504,1,16,0,532
8387,Graduação,Com Parceiro,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,57,235,1,10,0,540
1829,Doutorado,Solteiro,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,53,1232,1,18,2,526
3839,Básico,Solteiro,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,56,88,2,7,0,422
9392,Graduação,Solteiro,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,43,17,1,3,0,52
2292,Graduação,Solteiro,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,29,24,1,4,0,331
10466,Graduação,Com Parceiro,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,49,60,2,5,0,311
9855,Doutorado,Solteiro,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,62,1020,1,25,1,308
4088,Doutorado,Com Parceiro,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,52,155,1,8,0,570
5231,Mestrado,Com Parceiro,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,40,51,2,4,0,122
590,Mestrado,Solteiro,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,44,1812,0,15,1,554
8732,Mestrado,Solteiro,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,45,1461,1,21,3,589
2315,Graduação,Solteiro,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,54,96,1,5,0,70
3515,Graduação,Solteiro,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,62,160,1,8,0,132
2245,Mestrado,Com Parceiro,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,45,139,2,7,0,433
6283,Mestrado,Solteiro,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,46,908,1,21,0,434
2246,Mestrado,Com Parceiro,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,49,183,1,7,0,301
6606,Mestrado,Com Parceiro,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,45,1161,1,17,1,455
5545,Doutorado,Com Parceiro,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,42,988,0,13,0,85
7342,Mestrado,Solteiro,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,53,1072,1,24,0,658
837,Graduação,Com Parceiro,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,37,174,2,8,0,291
9500,Graduação,Com Parceiro,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,55,758,1,19,0,520
3602,Mestrado,Com Parceiro,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,56,195,1,9,0,180
234,Graduação,Solteiro,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,35,31,1,4,2,627
2995,Mestrado,Com Parceiro,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,57,1084,0,16,0,316
1118,Mestrado,Com Parceiro,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,58,685,1,19,1,494
7789,Doutorado,Com Parceiro,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,49,1672,0,25,1,219
3068,Graduação,Com Parceiro,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,24,43,0,5,0,243
8955,Doutorado,Com Parceiro,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,57,49,2,4,1,133
945,Graduação,Com Parceiro,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,49,133,1,7,0,403
5644,Graduação,Com Parceiro,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,57,363,1,13,1,260
7192,Graduação,Com Parceiro,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,1,59,545,1,16,0,440
2324,Graduação,Com Parceiro,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,42,1065,1,29,1,245
697,Graduação,Com Parceiro,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,45,2047,0,20,1,474
3439,Graduação,Com Parceiro,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,42,296,2,10,0,606
1506,Graduação,Solteiro,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,39,140,2,7,1,366
232,Graduação,Solteiro,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,49,530,1,16,0,347
8876,Doutorado,Com Parceiro,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,51,152,2,8,0,690
4500,Doutorado,Com Parceiro,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,23,1598,0,23,0,266
9739,Graduação,Solteiro,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,51,114,1,6,0,526
10395,Básico,Solteiro,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,28,101,1,7,0,676
1176,Graduação,Com Parceiro,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,41,25,1,3,0,280
1627,Mestrado,Solteiro,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,57,789,0,21,1,519
938,Graduação,Com Parceiro,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,33,87,2,5,1,334
2740,Doutorado,Solteiro,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,56,90,2,7,0,280
257,Doutorado,Com Parceiro,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,55,1215,1,18,0,427
4058,Doutorado,Solteiro,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,59,811,0,21,1,260
7736,Graduação,Com Parceiro,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,28,61,1,5,2,615
8210,Mestrado,Com Parceiro,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,39,405,1,13,0,318
833,Mestrado,Com Parceiro,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,59,72,2,6,0,91
6230,Graduação,Solteiro,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,43,189,2,9,0,499
7325,Doutorado,Com Parceiro,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,28,40,1,4,0,365
1307,Graduação,Solteiro,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,36,63,1,7,0,140
1502,Graduação,Com Parceiro,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,31,52,1,5,0,465
6211,Doutorado,Com Parceiro,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,38,39,1,4,0,58
843,Graduação,Com Parceiro,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,43,805,1,21,0,34
4174,Mestrado,Com Parceiro,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,58,130,1,7,0,73
9757,Graduação,Com Parceiro,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,42,1631,0,23,3,268
6918,Graduação,Com Parceiro,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,25,34,1,4,0,360
286,Graduação,Solteiro,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,62,152,2,8,0,212
11086,Básico,Solteiro,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,30,21,1,4,0,162
1921,Doutorado,Com Parceiro,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,47,71,3,5,0,269
4138,Graduação,Solteiro,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,52,899,1,22,1,36
7718,Mestrado,Com Parceiro,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,67,711,0,9,0,70
1291,Doutorado,Com Parceiro,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,36,351,1,12,0,694
6862,Graduação,Solteiro,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,43,8,0,0,0,42
4136,Básico,Solteiro,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,22,119,1,7,0,573
803,Graduação,Com Parceiro,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,46,21,2,3,0,450
4298,Doutorado,Com Parceiro,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,41,10,1,3,0,97
10833,Graduação,Com Parceiro,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,39,973,1,24,1,36
9606,Doutorado,Com Parceiro,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,49,1536,0,12,3,306
8534,Graduação,Com Parceiro,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,62,992,2,24,1,348
5153,Doutorado,Com Parceiro,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,47,1529,1,32,2,492
961,Graduação,Com Parceiro,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,42,860,1,15,0,290
5011,Graduação,Solteiro,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,51,928,1,21,0,254
6653,Doutorado,Com Parceiro,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,44,418,2,14,1,699
9094,Mestrado,Com Parceiro,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,59,587,1,14,1,695
810,Graduação,Com Parceiro,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,39,641,1,17,0,48
5493,Graduação,Com Parceiro,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,38,23,2,3,1,102
2147,Graduação,Com Parceiro,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,45,2279,0,22,2,317
5107,Doutorado,Solteiro,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,41,49,2,4,1,41
3979,Doutorado,Solteiro,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,31,1779,0,16,2,403
6049,Mestrado,Com Parceiro,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,32,1804,0,26,2,206
8147,Graduação,Com Parceiro,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,54,48,2,5,0,358
1857,Graduação,Solteiro,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,62,83,2,5,1,115
3910,Graduação,Solteiro,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,39,1862,0,17,4,264
5207,Doutorado,Com Parceiro,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,51,793,2,19,1,643
11114,Graduação,Com Parceiro,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,44,84,1,6,0,506
5429,Doutorado,Com Parceiro,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,66,183,1,9,0,313
9400,Mestrado,Solteiro,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,56,1383,0,18,0,8
1740,Graduação,Com Parceiro,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,70,999,0,14,1,83
7488,Mestrado,Solteiro,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,51,825,1,21,0,523
195,Graduação,Solteiro,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,42,246,1,10,2,672
635,Mestrado,Com Parceiro,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,48,610,2,17,0,467
7527,Mestrado,Solteiro,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,46,76,1,6,0,585
10319,Graduação,Com Parceiro,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,43,1286,1,18,1,488
2296,Mestrado,Com Parceiro,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,39,30,1,3,1,195
10637,Graduação,Com Parceiro,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,50,99,3,6,0,544
2931,Graduação,Solteiro,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,36,1192,0,22,1,646
907,Graduação,Com Parceiro,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,39,362,1,13,0,212
3698,Graduação,Com Parceiro,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,31,2130,0,18,2,689
9516,Mestrado,Solteiro,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,43,1229,0,26,3,680
679,Doutorado,Com Parceiro,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,57,38,2,4,0,647
7384,Mestrado,Com Parceiro,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,63,485,0,15,0,343
5043,Básico,Com Parceiro,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,63,434,0,11,0,601
5267,Graduação,Solteiro,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,44,44,1,4,0,472
339,Doutorado,Com Parceiro,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,42,496,1,16,2,583
2516,Mestrado,Com Parceiro,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,45,78,2,5,0,386
9010,Mestrado,Com Parceiro,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,42,2346,0,22,4,504
378,Graduação,Com Parceiro,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,43,794,0,19,0,546
4808,Graduação,Com Parceiro,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,58,17,0,3,0,297
5068,Graduação,Solteiro,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,43,26,1,4,0,333
7628,Mestrado,Com Parceiro,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,41,76,1,6,0,103
7128,Doutorado,Solteiro,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,37,15,2,3,0,204
2811,Doutorado,Solteiro,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,51,62,2,5,0,78
3551,Mestrado,Com Parceiro,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,60,198,1,8,0,92
1663,Doutorado,Com Parceiro,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,36,49,1,4,0,247
5543,Graduação,Com Parceiro,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,48,802,1,20,1,370
1577,Graduação,Com Parceiro,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,68,1736,0,14,2,130
10641,Graduação,Solteiro,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,36,57,2,6,0,549
6024,Graduação,Com Parceiro,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,61,2302,0,18,4,482
1878,Mestrado,Com Parceiro,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,29,37,0,5,0,131
3099,Graduação,Solteiro,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,44,310,2,11,0,489
6055,Graduação,Com Parceiro,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,35,1305,0,18,1,605
5841,Graduação,Com Parceiro,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,48,832,1,21,0,366
3972,Graduação,Com Parceiro,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,38,401,2,13,0,452
4394,Doutorado,Com Parceiro,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,49,1501,0,22,2,37
5758,Graduação,Com Parceiro,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,32,1189,0,27,5,166
6658,Graduação,Com Parceiro,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,42,1194,1,25,0,342
4603,Doutorado,Com Parceiro,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,54,656,1,19,0,149
8427,Mestrado,Solteiro,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,58,1540,0,22,0,583
10260,Mestrado,Com Parceiro,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,49,311,1,12,0,307
7143,Mestrado,Com Parceiro,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,59,820,1,21,0,235
8789,Mestrado,Com Parceiro,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,25,274,1,11,0,169
6197,Doutorado,Solteiro,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,52,57,2,6,0,435
4554,Graduação,Com Parceiro,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,49,448,1,13,0,271
4937,Mestrado,Com Parceiro,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,41,44,2,4,0,19
1920,Graduação,Com Parceiro,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,42,102,2,6,0,335
8749,Graduação,Com Parceiro,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,30,61,1,4,0,148
1650,Mestrado,Com Parceiro,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,54,1643,0,26,0,433
10377,Mestrado,Com Parceiro,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,56,397,1,12,0,388
9206,Graduação,Com Parceiro,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,46,1121,1,24,1,173
10971,Graduação,Solteiro,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,37,473,2,12,2,664
6398,Básico,Com Parceiro,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,40,50,1,6,0,92
9212,Mestrado,Com Parceiro,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,52,1678,1,22,0,500
7937,Graduação,Com Parceiro,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,32,58,0,6,0,72
839,Doutorado,Com Parceiro,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,39,170,1,8,0,277
4246,Mestrado,Solteiro,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,32,373,0,2,0,199
158,Doutorado,Com Parceiro,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,0,69,1196,0,16,2,224
4832,Graduação,Com Parceiro,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,35,101,1,6,0,114
5621,Graduação,Com Parceiro,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,45,316,2,12,1,564
1945,Graduação,Com Parceiro,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,52,1400,1,18,2,284
5147,Graduação,Solteiro,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,66,1424,0,26,0,335
2535,Mestrado,Com Parceiro,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,36,844,1,19,4,680
11039,Graduação,Com Parceiro,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,39,311,1,11,0,285
9495,Graduação,Com Parceiro,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,32,1149,0,16,0,417
9635,Mestrado,Com Parceiro,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,31,129,0,7,0,70
2173,Graduação,Solteiro,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,62,32,1,4,0,256
942,Graduação,Solteiro,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,32,299,1,11,1,690
9386,Graduação,Com Parceiro,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,52,320,1,12,1,31
5510,Mestrado,Com Parceiro,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,37,441,1,13,0,585
873,Mestrado,Com Parceiro,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,65,1178,2,17,2,636
2253,Graduação,Com Parceiro,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,24,85,0,5,0,498
5181,Básico,Solteiro,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,32,24,1,3,0,466
979,Graduação,Solteiro,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,39,112,1,6,0,494
10390,Mestrado,Com Parceiro,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,55,30,1,4,0,504
